Date,FPA,FPXI,IQDE,IQDY,CHIQ,GEM,ADRA,PAF,IEMG,HEEM,AXJV,EMGF,ACWX,AAXJ,EEMA,AIA,IPOS,CWI,QEMM,MOTI,REMX,VEU,VXUS,AXJL,EMCG,XSOE,DNL,IHDG,DBAP
2017/1/30,0.022342342,0.010242792,0.012572534,0.009320905,-0.001706485,0.014635931,-0.002520706,0.031380294,0.014455584,0.004743833,0.001385042,0.021493524,0.010579345,0.012752391,0.014607988,0.007971471,0,0.01029601,0.013919268,0.012327232,0.033783784,0.011550012,0.011456268,0.011691763,0.02283105,0.023671282,0.009156311,0.006454062,0.009312639
2017/2/6,0.012014134,0.007885843,0.009130226,0.012883163,0.026006711,0.010454218,0,-0.007060334,0.013815335,0.017992424,0.007876712,0.013636364,0.009774436,0.011369599,0.008172902,0.004158004,0,0.008648302,0.010784314,0.010007413,0.003623188,0.008961397,0.01007667,0.01583392,0.003498251,0.009162304,0.013686726,0.019384265,-0.013620387
2017/2/13,0.00069541,-0.001112347,0.00952381,0.004357298,-0.00486618,0,-0.005992245,0.009227468,0.000904773,0.000464253,0.000339328,0.003164557,0.002472799,0.00275767,0.000179791,0.009280264,0,0.000632911,0.003872967,-0.002192181,0.015854375,0.002720472,0.001296176,-0.001379786,0.021414343,0.011673152,0.000638978,0.010014837,0.018674967
2017/2/21,-0.000684463,0.001110289,-0.004245283,-0.010822511,-0.007217322,-0.007022472,-0.004213483,0.006136267,-0.006933572,-0.011526049,0.005399933,-0.004980341,-0.00564833,-0.000682245,0.001250223,-0.004856333,0,-0.005031447,-0.001911315,0.004023409,-0.015963512,-0.00720072,-0.006864007,-0.00428449,0.00096432,0,-0.004024571,0.001100514,0.003050109
2017/2/27,-0.009612084,-0.000371471,-0.000474834,0.010034904,0.008870968,-0.002841918,0.009275776,0.012476211,-0.003165988,-0.000933707,-0.005735493,-0.004500927,0.005441504,-0.007875364,-0.008779789,-0.00796406,0,0.004106128,-0.000962464,0.00401167,-0.028152493,0.004761905,0.004322455,-0.006561906,-0.002887392,-0.000426257,-0.006176784,0.011359472,0.013943355
2017/3/6,0.006243496,0.003724395,-0.006166983,0.001741402,0.012861736,-0.005698006,-0.003577818,0.005404282,-0.005216602,-0.003272557,-0.001694915,-0.009780597,0.001233654,0.002932046,0.001260353,0.003705991,0,0.002842704,-0.002904163,-0.000363901,-0.051734632,0.001583352,0.002373247,-0.007465278,-0.014983084,0.009083045,-0.003635586,0.005790807,0.002990175
2017/3/13,0.024682893,0.020168684,0.02362949,0.023788927,0.017295597,0.023977433,0.025493716,-0.009615385,0.025427543,0.011131725,0.018823529,0.025283118,0.015422277,0.026668932,0.024973433,0.026983161,0,0.014701282,0.023211203,0.018385004,0.015267176,0.015929998,0.014986084,0.026038972,0.027951807,0.044149164,0.026433596,0.005378272,-0.007230966
2017/3/20,-0.001992032,0.001785714,nan,nan,0.002302379,-0.00408998,-0.013226592,0.006651424,-0.003907098,-0.007259528,-0.009180328,0.003320562,-0.00024079,-0.00442188,-0.000685049,-0.007012076,0,-0.001231148,-0.011317254,-0.007373596,-0.028967254,0.000220751,0.000631579,-0.006990679,-0.001381215,0.005747126,0.002483444,-0.002135991,0.006855184
2017/3/26,0.005340454,0.003922967,-0.002296739,0.000846382,-0.008494208,-0.009265614,-0.000354233,-0.006189396,-0.007863696,-0.004570384,0.002308707,-0.010253781,-0.002162942,-0.006084526,-0.008246006,-0.011163337,0.013144059,-0.002460025,-0.009708738,0.003519887,0.012393999,-0.002423441,-0.002310924,nan,0,0.004081633,nan,nan,0
2017/4/3,-0.013017356,0.004259851,-0.005999077,-0.006776789,-0.00617284,-0.010671256,-0.007826396,0.027983539,-0.005031722,-0.001821494,-0.000329489,-0.002063451,-0.005054152,-0.004106439,-0.002752925,-0.009594674,0,-0.005548705,-0.003190691,-0.003151261,0.011635423,-0.005299183,-0.00463353,0,-0.00511866,-0.004065041,-0.002283579,0.008504607,0.020851064
